name,address,city,region,country,website,source_url,image_url,image_source_url,price_text,price_source_url,enriched_at,google_maps_url,apple_maps_url,maps_verified_at,maps_notes,lat,lon,status,verified_at,notes
The Tipsy Tabby,90 Main Street,Newmarket,NH,US,https://www.thetipsytabby.com/,https://www.thetipsytabby.com/,/images/cafes/the-tipsy-tabby-newmarket-nh.jpg,"https://static.wixstatic.com/media/0e1c21_a51fee216d21428182490b9134c73155~mv2.jpg/v1/fill/w_2500,h_1663,al_c/0e1c21_a51fee216d21428182490b9134c73155~mv2.jpg",$14 / 50min,https://www.thetipsytabby.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Tipsy%20Tabby%2C%2090%20Main%20Street%2C%20Newmarket%2C%20NH%2C%20United%20States,https://maps.apple.com/?q=The+Tipsy+Tabby&address=90+Main+Street%2C+Newmarket%2C+NH%2C+United+States&ll=43.0796536%2C-70.9361372,2026-07-07,Maps search link from curated name/address.,43.0796536,-70.9361372,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Espurresso Cat Cafe,1014 Massachusetts Street,Lawrence,KS,US,https://www.espurressocatcafe.com/,https://www.espurressocatcafe.com/,/images/cafes/espurresso-cat-cafe-lawrence-ks.webp,http://static1.squarespace.com/static/603c4fbc5646d67cf7bde35c/t/6403d67a45b7f35a07709dd6/1677973114393/Espurresso-Logo-8_RGB-FullColor-Type-Big.jpg?format=1500w,$10 for 30 min or $15 for 1 hr,https://www.espurressocatcafe.com/faqs,2026-07-07,https://www.google.com/maps/search/?api=1&query=Espurresso%20Cat%20Cafe%2C%201014%20Massachusetts%20Street%2C%20Lawrence%2C%20KS%2C%20United%20States,https://maps.apple.com/?q=Espurresso+Cat+Cafe&address=1014+Massachusetts+Street%2C+Lawrence%2C+KS%2C+United+States&ll=38.9650318%2C-95.2356955,2026-07-07,Maps search link from curated name/address.,38.9650318,-95.2356955,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Second Cup Cat Cafe,417 North Rawhide Drive,Olathe,KS,US,https://secondcupcatcafe.com/,https://secondcupcatcafe.com/,/images/cafes/second-cup-cat-cafe-olathe-ks.jpg,https://secondcupcatcafe.com/assets/images/card.jpg?v=4e0c2525,$15 ages 11+; $10 ages 4-10,https://secondcupcatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Second%20Cup%20Cat%20Cafe%2C%20417%20North%20Rawhide%20Drive%2C%20Olathe%2C%20KS%2C%20United%20States,https://maps.apple.com/?q=Second+Cup+Cat+Cafe&address=417+North+Rawhide+Drive%2C+Olathe%2C+KS%2C+United+States&ll=38.8860823%2C-94.7920868,2026-07-07,Maps search link from curated name/address.,38.8860823,-94.7920868,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Kitty Cat Cafe and Adoption Lounge,108 Newbury Street,Peabody,MA,US,https://www.kittycatcafema.com/,https://www.kittycatcafema.com/,/images/cafes/kitty-cat-cafe-and-adoption-lounge-peabody-ma.webp,https://www.kittycatcafema.com/,$14 for 50 min,https://www.kittycatcafema.com/book-your-visit,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Cat%20Cafe%20and%20Adoption%20Lounge%2C%20108%20Newbury%20Street%2C%20Peabody%2C%20MA%2C%20United%20States,https://maps.apple.com/?q=Kitty+Cat+Cafe+and+Adoption+Lounge&address=108+Newbury+Street%2C+Peabody%2C+MA%2C+United+States&ll=42.5330037%2C-70.9916417,2026-07-07,Maps search link from curated name/address.,42.5330037,-70.9916417,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Playful Paws Cat Café,1465 Southwest Knoll Avenue,Bend,OR,US,https://www.playfulpawscatcafe.com/,https://www.playfulpawscatcafe.com/,/images/cafes/playful-paws-cat-cafe-bend-or.png,"https://static.wixstatic.com/media/597c8a_83ef22d3d70349e7b1da7f73f526ff95~mv2.png/v1/fill/w_501,h_351,al_c/597c8a_83ef22d3d70349e7b1da7f73f526ff95~mv2.png",$20 for 50 min,https://www.playfulpawscatcafe.com/faqs,2026-07-07,https://www.google.com/maps/search/?api=1&query=Playful%20Paws%20Cat%20Caf%C3%A9%2C%201465%20Southwest%20Knoll%20Avenue%2C%20Bend%2C%20OR%2C%20United%20States,https://maps.apple.com/?q=Playful+Paws+Cat+Caf%C3%A9&address=1465+Southwest+Knoll+Avenue%2C+Bend%2C+OR%2C+United+States&ll=44.0502145%2C-121.332833,2026-07-07,Maps search link from curated name/address.,44.0502145,-121.332833,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Central Purrk Cat Cafe,401 Outlet Center Drive,Georgetown,KY,US,https://www.centralpurrkcafe.com/,https://www.centralpurrkcafe.com/,/images/cafes/central-purrk-cat-cafe-georgetown-ky.jpg,"https://static.wixstatic.com/media/815261_7c896422d22e46bc84d8bd6ed3378843%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/815261_7c896422d22e46bc84d8bd6ed3378843%7Emv2.jpg",$12 admission fee,https://www.centralpurrkcafe.com/faqs,2026-07-07,https://www.google.com/maps/search/?api=1&query=Central%20Purrk%20Cat%20Cafe%2C%20401%20Outlet%20Center%20Drive%2C%20Georgetown%2C%20KY%2C%20United%20States,https://maps.apple.com/?q=Central+Purrk+Cat+Cafe&address=401+Outlet+Center+Drive%2C+Georgetown%2C+KY%2C+United+States&ll=38.2179994%2C-84.5375,2026-07-07,Maps search link from curated name/address.,38.2179994,-84.5375,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Meow Cat Lounge,630 Main Street,Westbrook,ME,US,https://www.meowcatlounge.com/,https://www.meowcatlounge.com/,/images/cafes/meow-cat-lounge-westbrook-me.png,"https://static.wixstatic.com/media/8d6893330740455c96d218258a458aa4.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/8d6893330740455c96d218258a458aa4.png",$12 per person,https://www.meowcatlounge.com/faqs,2026-07-07,https://www.google.com/maps/search/?api=1&query=Meow%20Cat%20Lounge%2C%20630%20Main%20Street%2C%20Westbrook%2C%20ME%2C%20United%20States,https://maps.apple.com/?q=Meow+Cat+Lounge&address=630+Main+Street%2C+Westbrook%2C+ME%2C+United+States&ll=43.6785504%2C-70.3564805,2026-07-07,Maps search link from curated name/address.,43.6785504,-70.3564805,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
Cups & Claws Cat Cafe,11006 Warwick Boulevard,Newport News,VA,US,https://www.cupsandclaws.com/,https://www.cupsandclaws.com/,/images/cafes/cups-claws-cat-cafe-newport-news-va.jpg,"https://static.wixstatic.com/media/3dd36a_6e34df4b42224e8cbd29f858513a4af5%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/3dd36a_6e34df4b42224e8cbd29f858513a4af5%7Emv2.jpg",$10-$15 depending on day,https://www.cupsandclaws.com/pricing,2026-07-07,https://www.google.com/maps/search/?api=1&query=Cups%20%26%20Claws%20Cat%20Cafe%2C%2011006%20Warwick%20Boulevard%2C%20Newport%20News%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=Cups+%26+Claws+Cat+Cafe&address=11006+Warwick+Boulevard%2C+Newport+News%2C+VA%2C+United+States&ll=37.0442117%2C-76.4706934,2026-07-07,Maps search link from curated name/address.,37.0442117,-76.4706934,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
Cat Lounge Meows Corner,21435 Epicerie Plaza,Sterling,VA,US,https://www.meowscorner.com/,https://www.meowscorner.com/,/images/cafes/cat-lounge-meows-corner-sterling-va.png,"https://static.wixstatic.com/media/b1c079_b20524ff25cc4461b57a8349bd7405a8~mv2.png/v1/fill/w_450,h_112,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Meows%20corner%20transparent.png",Weekday $18; weekend $21,https://www.meowscorner.com/book-online,2026-07-07,https://www.google.com/maps/search/?api=1&query=Cat%20Lounge%20Meows%20Corner%2C%2021435%20Epicerie%20Plaza%2C%20Sterling%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=Cat+Lounge+Meows+Corner&address=21435+Epicerie+Plaza%2C+Sterling%2C+VA%2C+United+States&ll=39.0233183%2C-77.3944017,2026-07-07,Maps search link from curated name/address.,39.0233183,-77.3944017,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Catnip Cat Cafe,1611-B Colley Avenue,Norfolk,VA,US,https://catnipcatcafe.com/,https://catnipcatcafe.com/,/images/cafes/catnip-cat-cafe-norfolk-va.png,https://catnipcatcafe.com/wp-content/uploads/2017/04/CCCafe-Logo-FINALREVdel.png,$15 / hr,https://catnipcatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Catnip%20Cat%20Cafe%2C%201611-B%20Colley%20Avenue%2C%20Norfolk%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=Catnip+Cat+Cafe&address=1611-B+Colley+Avenue%2C+Norfolk%2C+VA%2C+United+States&ll=36.8689487%2C-76.2975236,2026-07-07,Maps search link from curated name/address.,36.8689487,-76.2975236,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms reservations or booking for cat visits.
Kitty Kisses Cat Cafe,8555 Double R Boulevard,Reno,NV,US,https://kittykissescatcafe.com/,https://kittykissescatcafe.com/,/images/cafes/kitty-kisses-cat-cafe-reno-nv.jpg,https://kittykissescatcafe.com/wp-content/uploads/2024/11/kittykissescatcafe-logo-new.jpg,$15 per 50 min,https://kittykissescatcafe.com/book,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Kisses%20Cat%20Cafe%2C%208555%20Double%20R%20Boulevard%2C%20Reno%2C%20NV%2C%20United%20States,https://maps.apple.com/?q=Kitty+Kisses+Cat+Cafe&address=8555+Double+R+Boulevard%2C+Reno%2C+NV%2C+United+States&ll=39.4607895%2C-119.7643319,2026-07-07,Maps search link from curated name/address.,39.4607895,-119.7643319,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
don't stress meowt Cat Cafe,1900 Linwood Boulevard,Oklahoma City,OK,US,https://dontstressmeowt-catcafe.com/okc,https://dontstressmeowt-catcafe.com/okc,/images/cafes/don-t-stress-meowt-cat-cafe-oklahoma-city-ok.webp,https://dontstressmeowt-catcafe.com/okc,$15 per hour,https://dontstressmeowt-catcafe.com/faqs,2026-07-07,https://www.google.com/maps/search/?api=1&query=don't%20stress%20meowt%20Cat%20Cafe%2C%201900%20Linwood%20Boulevard%2C%20Oklahoma%20City%2C%20OK%2C%20United%20States,https://maps.apple.com/?q=don%27t+stress+meowt+Cat+Cafe&address=1900+Linwood+Boulevard%2C+Oklahoma+City%2C+OK%2C+United+States&ll=35.4746615%2C-97.5443001,2026-07-07,Maps search link from curated name/address.,35.4746615,-97.5443001,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
Cattiesburg Cat Cafe,5268 Old Highway 11,Hattiesburg,MS,US,https://cattiesburgcafe.com/,https://cattiesburgcafe.com/,/images/cafes/cattiesburg-cat-cafe-hattiesburg-ms.png,https://cattiesburgcafe.com/wp-content/uploads/2023/06/logo-main.png,Tickets are $35,https://cattiesburgcafe.com/book,2026-07-07,https://www.google.com/maps/search/?api=1&query=Cattiesburg%20Cat%20Cafe%2C%205268%20Old%20Highway%2011%2C%20Hattiesburg%2C%20MS%2C%20United%20States,https://maps.apple.com/?q=Cattiesburg+Cat+Cafe&address=5268+Old+Highway+11%2C+Hattiesburg%2C+MS%2C+United+States&ll=31.3122796%2C-89.4097786,2026-07-07,Maps search link from curated name/address.,31.3122796,-89.4097786,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
Rahway Kitty Hall,209 West Main Street,Rahway,NJ,US,https://rahwaykittyhall.com/,https://rahwaykittyhall.com/,/images/cafes/rahway-kitty-hall-rahway-nj.png,https://rahwaykittyhall.com/wp-content/uploads/2017/03/kittyhalllogo_wb.png,Reservations & Tickets All reservations are $15,https://rahwaykittyhall.com/reservation,2026-07-07,https://www.google.com/maps/search/?api=1&query=Rahway%20Kitty%20Hall%2C%20209%20West%20Main%20Street%2C%20Rahway%2C%20NJ%2C%20United%20States,https://maps.apple.com/?q=Rahway+Kitty+Hall&address=209+West+Main+Street%2C+Rahway%2C+NJ%2C+United+States&ll=40.6110615%2C-74.2767317,2026-07-07,Maps search link from curated name/address.,40.6110615,-74.2767317,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
BaristaCats Café,135 West Center Street,Whitewater,WI,US,https://baristacatscafe.org/,https://baristacatscafe.org/,/images/cafes/baristacats-cafe-whitewater-wi.webp,https://img1.wsimg.com/isteam/ip/bb52b7e2-13f1-4d78-8ead-4dc8744533a9/blob-44d3e9a.png,$14 / hr,https://baristacatscafe.org/,2026-07-07,https://www.google.com/maps/search/?api=1&query=BaristaCats%20Caf%C3%A9%2C%20135%20West%20Center%20Street%2C%20Whitewater%2C%20WI%2C%20United%20States,https://maps.apple.com/?q=BaristaCats+Caf%C3%A9&address=135+West+Center+Street%2C+Whitewater%2C+WI%2C+United+States&ll=42.8333028%2C-88.7320109,2026-07-07,Maps search link from curated name/address.,42.8333028,-88.7320109,active,2026-07-06,Promoted from OSM review; official site reachable; updated canonical URL.; official site confirms adoption info.
Rescued Treasures Cat Café,4155 North Rancho Drive,Las Vegas,NV,US,https://www.palnv.org/,https://www.palnv.org/,/images/cafes/rescued-treasures-cat-cafe-las-vegas-nv.webp,https://www.palnv.org/,$10/hr Mon-Tue; $12/hr Fri-Sun,https://www.palnv.org/visit,2026-07-07,https://www.google.com/maps/search/?api=1&query=Rescued%20Treasures%20Cat%20Caf%C3%A9%2C%204155%20North%20Rancho%20Drive%2C%20Las%20Vegas%2C%20NV%2C%20United%20States,https://maps.apple.com/?q=Rescued+Treasures+Cat+Caf%C3%A9&address=4155+North+Rancho+Drive%2C+Las+Vegas%2C+NV%2C+United+States&ll=36.2353168%2C-115.2305221,2026-07-07,Maps search link from curated name/address.,36.2353168,-115.2305221,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoptable cats.
The Pretty Paw Lounge,370 Mariaville Road,Rotterdam,NY,US,https://www.prettypawlounge.com/,https://www.prettypawlounge.com/,/images/cafes/the-pretty-paw-lounge-rotterdam-ny.png,https://lh3.googleusercontent.com/sitesv/AA5AbUDyXatYDks0R4XcjsJZ3W_1J7zIY6-_UcYPU4FpD84_-P6Yd7lqdo6bkysxp9l_ZuatJsttvi4HhK_WJabKOzHWmt1s8cNKKqeecaTCamwiEFme_xIcuKhHxuZAhU2IBSdPqb7TLpzf8sczdhPZ4RSCCM1EYEIqcxuzUFl9JMbumye3CaqTHEKB39dhdls=w16383,visit - $15.00,https://www.prettypawlounge.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Pretty%20Paw%20Lounge%2C%20370%20Mariaville%20Road%2C%20Rotterdam%2C%20NY%2C%20United%20States,https://maps.apple.com/?q=The+Pretty+Paw+Lounge&address=370+Mariaville+Road%2C+Rotterdam%2C+NY%2C+United+States&ll=42.7906102%2C-73.9816189,2026-07-07,Maps search link from curated name/address.,42.7906102,-73.9816189,active,2026-07-06,Promoted from OSM review; official site reachable.; official site confirms adoption info.
The Charming Cat Corner,2401 South Stemmons Freeway,Lewisville,TX,US,https://thecharmingcatcafe.com/,https://thecharmingcatcafe.com/,/images/cafes/placeholder.png,https://thecharmingcatcafe.com/__static/3dd072ecfc25f5a114300a695989d798/catcafelogo-02-sm,$14 for 30 min; $17 for 60 min,https://thecharmingcatcafe.com/visiting/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Charming%20Cat%20Corner%2C%202401%20South%20Stemmons%20Freeway%2C%20Lewisville%2C%20TX%2C%20United%20States,https://maps.apple.com/?q=The+Charming+Cat+Corner&address=2401+South+Stemmons+Freeway%2C+Lewisville%2C+TX%2C+United+States&ll=33.002216%2C-96.9711665,2026-07-07,Maps search link from curated name/address.,33.002216,-96.9711665,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
The Pawsitive Cafe,120 East Avenue,Rochester,NY,US,https://www.pawsitivecatcafe.com/,https://www.pawsitivecatcafe.com/,/images/cafes/the-pawsitive-cafe-rochester-ny.webp,https://www.pawsitivecatcafe.com/,$9 for 30 min; $13 for 60 min,https://www.pawsitivecatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Pawsitive%20Cafe%2C%20120%20East%20Avenue%2C%20Rochester%2C%20NY%2C%20United%20States,https://maps.apple.com/?q=The+Pawsitive+Cafe&address=120+East+Avenue%2C+Rochester%2C+NY%2C+United+States&ll=43.1570115%2C-77.601115,2026-07-07,Maps search link from curated name/address.,43.1570115,-77.601115,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Luna Cafe,1001 East Fayette Street,Syracuse,NY,US,https://www.lunacatcafe.com/,https://www.lunacatcafe.com/,/images/cafes/luna-cafe-syracuse-ny.jpg,"https://static.wixstatic.com/media/c7a58c_ff446f39a66c405285b9435e858a1b0a~mv2.jpg/v1/fill/w_1571,h_131,al_c,lg_1,q_80,enc_avif,quality_auto/68726826_2375910225960688_48144563164392.jpg",$9.50 for 30 min,https://www.lunacatcafe.com/pricing,2026-07-07,https://www.google.com/maps/search/?api=1&query=Luna%20Cafe%2C%201001%20East%20Fayette%20Street%2C%20Syracuse%2C%20NY%2C%20United%20States,https://maps.apple.com/?q=Luna+Cafe&address=1001+East+Fayette+Street%2C+Syracuse%2C+NY%2C+United+States&ll=43.0486564%2C-76.1363632,2026-07-07,Maps search link from curated name/address.,43.0486564,-76.1363632,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Kitty Bubble Cafe & Bar,5568 North High Street,Columbus,OH,US,https://kittybubblecafe.com/,https://kittybubblecafe.com/,/images/cafes/kitty-bubble-cafe-bar-columbus-oh.png,https://kittybubblecafe.com/wp-content/uploads/2022/04/cropped-KittyBubble%E6%A8%AA%E7%89%88-e1650488194895-200x68.png,$15 / 55min,https://kittybubblecafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Bubble%20Cafe%20%26%20Bar%2C%205568%20North%20High%20Street%2C%20Columbus%2C%20OH%2C%20United%20States,https://maps.apple.com/?q=Kitty+Bubble+Cafe+%26+Bar&address=5568+North+High+Street%2C+Columbus%2C+OH%2C+United+States&ll=40.0762848%2C-83.0183402,2026-07-07,Maps search link from curated name/address.,40.0762848,-83.0183402,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Tabby & Fidos,300 North Main Street,Bowling Green,OH,US,https://tabbyandfidos.com/,https://tabbyandfidos.com/,/images/cafes/tabby-fidos-bowling-green-oh.png,https://tabbyandfidos.com/isteam/ip/4530ba9d-7e20-4c79-adea-deef82797567/White%20Floral%20Summer%20Photo%20Collage%20Face-67aef09.png,$12 / 50min,https://tabbyandfidos.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Tabby%20%26%20Fidos%2C%20300%20North%20Main%20Street%2C%20Bowling%20Green%2C%20OH%2C%20United%20States,https://maps.apple.com/?q=Tabby+%26+Fidos&address=300+North+Main+Street%2C+Bowling+Green%2C+OH%2C+United+States&ll=41.3770669%2C-83.6502088,2026-07-07,Maps search link from curated name/address.,41.3770669,-83.6502088,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Right Meow Cat Cafe,913 South Main Street,Fuquay Varina,NC,US,https://www.rightmeowcatcafe.com/,https://www.rightmeowcatcafe.com/,/images/cafes/right-meow-cat-cafe-fuquay-varina-nc.webp,https://lirp.cdn-website.com/3c75d12d/dms3rep/multi/opt/logo4+%281%29-1920w.png,$12 / 45min,https://www.rightmeowcatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Right%20Meow%20Cat%20Cafe%2C%20913%20South%20Main%20Street%2C%20Fuquay%20Varina%2C%20NC%2C%20United%20States,https://maps.apple.com/?q=Right+Meow+Cat+Cafe&address=913+South+Main+Street%2C+Fuquay+Varina%2C+NC%2C+United+States&ll=35.5710656%2C-78.8003088,2026-07-07,Maps search link from curated name/address.,35.5710656,-78.8003088,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Scruffy's Cafe,1015 North Broadway,Knoxville,TN,US,https://www.scruffyscafeknox.com/,https://www.scruffyscafeknox.com/,/images/cafes/scruffy-s-cafe-knoxville-tn.jpg,"https://static.wixstatic.com/media/7a69a8_388bccd20d4445f2a55d051078556c16%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/7a69a8_388bccd20d4445f2a55d051078556c16%7Emv2.jpg",$10.92 weekday; $13.11 weekend for 1 hr,https://www.scruffyscafeknox.com/book-online,2026-07-07,https://www.google.com/maps/search/?api=1&query=Scruffy's%20Cafe%2C%201015%20North%20Broadway%2C%20Knoxville%2C%20TN%2C%20United%20States,https://maps.apple.com/?q=Scruffy%27s+Cafe&address=1015+North+Broadway%2C+Knoxville%2C+TN%2C+United+States&ll=35.9819071%2C-83.9234216,2026-07-07,Maps search link from curated name/address.,35.9819071,-83.9234216,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Kitty Cantina,6704 North Nevada Street,Spokane,WA,US,https://kittycantina.com/,https://kittycantina.com/,/images/cafes/kitty-cantina-spokane-wa.png,https://kittycantina.com/wp-content/uploads/2019/10/KITTY_CANTINA_LOGO_PRIMARY_DARK-copy.png,$15 / 45min,https://kittycantina.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Cantina%2C%206704%20North%20Nevada%20Street%2C%20Spokane%2C%20WA%2C%20United%20States,https://maps.apple.com/?q=Kitty+Cantina&address=6704+North+Nevada+Street%2C+Spokane%2C+WA%2C+United+States&ll=47.7188737%2C-117.3946689,2026-07-07,Maps search link from curated name/address.,47.7188737,-117.3946689,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Naughty Cat Cafe,3742 Tennessee Avenue,Chattanooga,TN,US,https://www.naughtycatcafe.com/,https://www.naughtycatcafe.com/,/images/cafes/placeholder.png,https://www.naughtycatcafe.com/,$17/person for up to 1 hr,https://www.naughtycatcafe.com/visit-us,2026-07-07,https://www.google.com/maps/search/?api=1&query=Naughty%20Cat%20Cafe%2C%203742%20Tennessee%20Avenue%2C%20Chattanooga%2C%20TN%2C%20United%20States,https://maps.apple.com/?q=Naughty+Cat+Cafe&address=3742+Tennessee+Avenue%2C+Chattanooga%2C+TN%2C+United+States&ll=35.011234%2C-85.326595,2026-07-07,Maps search link from curated name/address.,35.011234,-85.326595,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Mount Purrnon Cat Café + Wine Bar,109 South Alfred Street,Alexandria,VA,US,https://www.mtpurrnoncatcafe.com/,https://www.mtpurrnoncatcafe.com/,/images/cafes/placeholder.png,https://www.mtpurrnoncatcafe.com/,$25 adult/$20 child for 1 hr; $17 for 30 min,https://www.mtpurrnoncatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Mount%20Purrnon%20Cat%20Caf%C3%A9%20%2B%20Wine%20Bar%2C%20109%20South%20Alfred%20Street%2C%20Alexandria%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=Mount+Purrnon+Cat+Caf%C3%A9+%2B+Wine+Bar&address=109+South+Alfred+Street%2C+Alexandria%2C+VA%2C+United+States&ll=38.804894%2C-77.049442,2026-07-07,Maps search link from curated name/address.,38.804894,-77.049442,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Kitty Kingdom Cat Cafe,565 Cedar Road,Chesapeake,VA,US,https://kittykingdomcatcafe.wpcomstaging.com/,https://kittykingdomcatcafe.wpcomstaging.com/,/images/cafes/kitty-kingdom-cat-cafe-chesapeake-va.jpeg,https://kittykingdomcatcafe.wpcomstaging.com/wp-content/uploads/2025/10/Crunchy-Image-rotated.jpeg,$18 / 55min,https://kittykingdomcatcafe.wpcomstaging.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Kingdom%20Cat%20Cafe%2C%20565%20Cedar%20Road%2C%20Chesapeake%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=Kitty+Kingdom+Cat+Cafe&address=565+Cedar+Road%2C+Chesapeake%2C+VA%2C+United+States&ll=36.7116472%2C-76.2558972,2026-07-07,Maps search link from curated name/address.,36.7116472,-76.2558972,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Purrista Cat Café,30 West 8th Street,Erie,PA,US,https://www.purristacatcafe.com/,https://www.purristacatcafe.com/,/images/cafes/placeholder.png,https://www.purristacatcafe.com/,$15 / hr,https://www.purristacatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Purrista%20Cat%20Caf%C3%A9%2C%2030%20West%208th%20Street%2C%20Erie%2C%20PA%2C%20United%20States,https://maps.apple.com/?q=Purrista+Cat+Caf%C3%A9&address=30+West+8th+Street%2C+Erie%2C+PA%2C+United+States&ll=42.1272012%2C-80.0852559,2026-07-07,Maps search link from curated name/address.,42.1272012,-80.0852559,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Treetops Kitty Cafe,305 West State Street,Kennett Square,PA,US,https://treetopskittycafe.com/,https://treetopskittycafe.com/,/images/cafes/placeholder.png,https://treetopskittycafe.com/,$17 / hr,https://treetopskittycafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Treetops%20Kitty%20Cafe%2C%20305%20West%20State%20Street%2C%20Kennett%20Square%2C%20PA%2C%20United%20States,https://maps.apple.com/?q=Treetops+Kitty+Cafe&address=305+West+State+Street%2C+Kennett+Square%2C+PA%2C+United+States&ll=39.8465773%2C-75.7148726,2026-07-07,Maps search link from curated name/address.,39.8465773,-75.7148726,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
The Cats' Pyjamas,524 East Capitol Avenue,Springfield,IL,US,https://www.spicatpjs.com/,https://www.spicatpjs.com/,/images/cafes/the-cats-pyjamas-springfield-il.jpg,"https://static.wixstatic.com/media/a7f52a_d8a2d77d4abb4b7483fc3e9776ead5e5~mv2.jpg/v1/fill/w_116,h_116,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/TCP%20Logo%203_29_24.jpg",$7.50 for 30 Min,https://www.spicatpjs.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Cats'%20Pyjamas%2C%20524%20East%20Capitol%20Avenue%2C%20Springfield%2C%20IL%2C%20United%20States,https://maps.apple.com/?q=The+Cats%27+Pyjamas&address=524+East+Capitol+Avenue%2C+Springfield%2C+IL%2C+United+States&ll=39.798117%2C-89.6483353,2026-07-07,Maps search link from curated name/address.,39.798117,-89.6483353,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Ziggy's Cat Lounge,3627 Wheaton Way,Bremerton,WA,US,https://ziggyscatlounge.com/,https://ziggyscatlounge.com/,/images/cafes/ziggy-s-cat-lounge-bremerton-wa.webp,https://img1.wsimg.com/isteam/ip/f1cb279c-4fc1-4722-b2cb-4758f7d686fa/Banner.jpg,$15/person for 45 min,https://ziggyscatlounge.com/book-meow,2026-07-07,https://www.google.com/maps/search/?api=1&query=Ziggy's%20Cat%20Lounge%2C%203627%20Wheaton%20Way%2C%20Bremerton%2C%20WA%2C%20United%20States,https://maps.apple.com/?q=Ziggy%27s+Cat+Lounge&address=3627+Wheaton+Way%2C+Bremerton%2C+WA%2C+United+States&ll=47.5990157%2C-122.6304742,2026-07-07,Maps search link from curated name/address.,47.5990157,-122.6304742,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
